0.0039,0.0,-1.2714
0.0117,0.0,-1.1505
0.0,0.0039,-1.0608
0.0078,0.0156,-1.1037
0.0039,-0.0078,-1.0764
0.0,0.0,-1.0491
0.0117,0.0117,-1.0764
0.0039,-0.0039,-1.0374
-0.0039,0.0039,-1.0803
0.0117,0.0,-1.0998
0.0,0.0,-1.1076
0.0039,0.0039,-1.1193
0.0156,-0.0039,-1.1271
-0.0039,0.0,-1.1271
0.0078,-0.0039,-1.0764
0.0039,0.0,-0.9516
0.0156,0.0039,-0.7449
0.0195,0.0078,-0.7176
0.0078,0.0039,-0.8736
0.0039,0.0039,-0.9672
0.0078,0.0039,-0.9048
0.0078,0.0,-0.897
0.0078,0.0,-0.9165
0.0117,0.0,-0.8697
-0.0039,0.0,-0.8385
0.0,0.0,-0.8307
0.0078,0.0117,-0.8814
0.0039,0.0,-0.9711
-0.0039,-0.0078,-1.1895
0.0039,0.0,-1.2636
0.0,-0.0078,-1.1115
0.0,-0.0039,-1.0725
0.0117,0.0078,-1.1193
0.0117,0.0,-1.0608
0.0039,-0.0039,-1.0452
0.0078,0.0078,-1.0803
0.0039,0.0,-1.053
0.0,0.0039,-1.0881
0.0078,0.0117,-1.0881
-0.0078,0.0,-1.1037
0.0078,0.0039,-1.1271
0.0117,0.0039,-1.1232
-0.0039,-0.0039,-1.1115
0.0039,0.0,-1.0569
0.0117,0.0,-0.9048
0.0039,0.0039,-0.7215
0.0039,0.0078,-0.7566
0.0117,0.0039,-0.9087
0.0039,-0.0039,-0.9477
0.0039,0.0,-0.9165
0.0117,0.0039,-0.9009
0.0195,0.0,-0.9165
0.0039,0.0,-0.8541
0.0078,0.0039,-0.8307
0.0156,0.0039,-0.8502
0.0,0.0039,-0.8814
0.0,0.0039,-1.0179
0.0,-0.0078,-1.2285
0.0,0.0,-1.1037
0.0117,0.0156,-1.1154
0.0039,0.0,-1.0452
0.0039,0.0078,-1.0491
0.0195,-0.0039,-1.0647
0.0156,-0.0078,-1.0608
0.0039,0.0,-1.0881
0.0078,0.0078,-1.1037
0.0117,0.0039,-1.1115
0.0039,0.0,-1.1271
-0.0078,-0.0078,-1.1232
0.0,0.0156,-1.1193
0.0039,-0.0039,-1.0296
0.0,0.0039,-0.8463
0.0195,0.0078,-0.7293
0.0,0.0039,-0.78
0.0,0.0039,-0.9243
0.0195,-0.0039,-0.9477
0.0,0.0,-0.8853
0.0039,0.0,-0.9243
0.0078,-0.0039,-0.9165
0.0156,0.0039,-0.8463
0.0039,0.0,-0.8346
0.0039,0.0,-0.8502
0.0117,0.0039,-0.9165
0.0,0.0,-1.0608
0.0,0.0117,-1.2558
0.0078,0.0156,-1.209
-0.0039,-0.0039,-1.0725
0.0,0.0039,-1.0998
0.0078,0.0039,-1.1115
0.0,-0.0039,-1.053
0.0078,0.0039,-1.0725
0.0117,0.0156,-1.053
0.0,-0.0039,-1.0686
0.0078,0.0039,-1.1037
0.0039,0.0156,-1.0959
0.0,0.0,-1.1115
0.0039,0.0039,-1.1232
0.0039,0.0,-1.1349
0.0,0.0,-1.0998
0.0039,-0.0078,-0.9828
0.0039,0.0117,-0.8112
0.0117,0.0039,-0.702
0.0039,0.0,-0.8346
0.0039,0.0117,-0.9594
0.0156,0.0,-0.9087
0.0,0.0078,-0.8775
0.0078,0.0039,-0.9243
0.0117,-0.0039,-0.9126
-0.0039,0.0039,-0.8346
0.0078,0.0117,-0.8307
0.0039,0.0078,-0.8619
0.0156,0.0,-0.9282
0.0039,-0.0039,-1.1271
0.0156,0.0,-1.17
-0.0039,0.0,-1.0569
0.0039,0.0039,-1.0998
0.0078,0.0078,-1.0881
0.0,0.0,-1.0413
0.0078,0.0,-1.0647
0.0039,0.0,-1.053
0.0117,0.0078,-1.0764
0.0078,0.0039,-1.092
-0.0039,0.0,-1.0998
-0.0078,0.0039,-1.1076
0.0156,0.0,-1.1271
0.0,0.0039,-1.1154
0.0039,0.0,-1.092
0.0039,0.0039,-0.9711
0.0156,0.0,-0.7566
0.0156,0.0,-0.7176
0.0078,0.0078,-0.975
0.0039,-0.0078,-0.9087
0.0,0.0039,-0.8775
0.0117,0.0117,-0.9243
0.0,-0.0039,-0.8736
0.0,0.0039,-0.858
0.0156,0.0039,-0.8424
-0.0039,0.0,-0.8385
0.0,0.0,-0.9516
0.0117,-0.0039,-1.1778
0.0039,0.0,-1.2675
-0.0039,0.0,-1.131
0.0,0.0,-1.0764
0.0039,0.0039,-1.1115
0.0078,0.0,-1.0881
0.0156,0.0,-1.0491
0.0039,0.0,-1.0725
0.0039,0.0078,-1.0491
0.0078,0.0,-1.0881
0.0078,0.0,-1.092
-0.0078,0.0039,-1.0959
0.0,0.0078,-1.1271
0.0039,0.0039,-1.1154
-0.0039,0.0039,-1.1115
0.0,0.0078,-1.0764
0.0039,-0.0039,-0.9282
0.0,0.0078,-0.7371
0.0117,0.0039,-0.7293
0.0078,0.0,-0.8931
-0.0039,0.0,-0.9594
-0.0039,0.0,-0.9087
0.0039,0.0039,-0.9087
0.0195,0.0,-0.9126
0.0078,0.0,-0.8619
-0.0039,0.0,-0.8307
0.0078,0.0117,-0.8463
0.0117,0.0039,-0.8775
0.0,0.0039,-0.9945
0.0039,0.0039,-1.2129
0.0117,-0.0039,-1.2441
0.0039,-0.0039,-1.1193
0.0,0.0039,-1.0764
0.0039,0.0078,-1.1115
0.0117,0.0,-1.0608
0.0,0.0,-1.0374
0.0,0.0,-1.0686
0.0,-0.0078,-1.053
0.0117,0.0,-1.0959
0.0039,0.0,-1.0842
-0.0078,-0.0039,-1.1037
0.0117,0.0039,-1.1232
-0.0039,0.0,-1.1232
0.0039,0.0,-1.1232
0.0117,0.0,-1.0413
0.0,0.0,-0.858
0.0,0.0078,-0.7098
0.0117,0.0,-0.7683
0.0039,0.0039,-0.9165
0.0039,0.0,-0.9438
0.0156,0.0,-0.9048
0.0,0.0039,-0.9048
0.0039,0.0,-0.9165
0.0,0.0039,-0.858
0.0078,0.0,-0.8229
-0.0039,0.0,-0.8463
0.0117,0.0,-0.9009
0.0,-0.0039,-1.0491
-0.0039,0.0039,-1.2402
0.0039,0.0,-1.2207
0.0039,0.0039,-1.0842
0.0117,0.0,-1.0881
0.0,0.0,-1.1037
0.0039,0.0078,-1.0608
0.0156,0.0,-1.0608
0.0078,0.0,-1.0569
0.0,0.0078,-1.0803
0.0117,0.0,-1.092
-0.0039,-0.0039,-1.0881
0.0039,0.0117,-1.1154
0.0078,-0.0039,-1.1271
-0.0039,0.0,-1.1271
0.0039,0.0117,-1.1076
0.0117,0.0,-1.0101
-0.0039,0.0039,-0.819
0.0078,0.0,-0.7293
0.0039,0.0,-0.8073
0.0156,0.0,-0.9516
0.0078,0.0,-0.936
0.0,0.0078,-0.8892
0.0039,0.0,-0.9282
0.0039,0.0,-0.9048
-0.0039,0.0195,-0.858
0.0039,0.0,-0.8385
-0.0039,0.0039,-0.8346
0.0039,0.0039,-0.9282
0.0117,0.0,-1.0998
0.0117,0.0,-1.2675
0.0,0.0,-1.1739
0.0,0.0078,-1.0725
0.0039,0.0117,-1.1037
0.0117,-0.0039,-1.0959
-0.0039,0.0,-1.0413
0.0078,0.0117,-1.0764
0.0117,-0.0039,-1.0491
-0.0039,0.0,-1.0686
0.0078,0.0039,-1.0998
0.0156,0.0,-1.092
0.0,0.0,-1.1037
0.0078,0.0078,-1.1271
-0.0039,-0.0039,-1.1388
0.0039,0.0039,-1.1037
0.0078,0.0078,-0.975
0.0,0.0039,-0.78
0.0078,-0.0039,-0.7098
0.0,0.0039,-0.858
0.0078,0.0039,-0.9711
0.0,0.0,-0.9087
0.0039,0.0078,-0.8814
0.0117,0.0039,-0.9282
0.0,0.0,-0.9009
0.0039,0.0078,-0.8424
0.0156,0.0,-0.8385
0.0039,0.0,-0.8541
0.0,0.0,-0.9477
0.0039,0.0039,-1.1544
0.0117,0.0,-1.2753
0.0039,0.0,-1.1427
-0.0039,-0.0039,-1.0647
0.0117,0.0039,-1.0842
-0.0039,0.0,-1.0374
0.0078,0.0039,-1.0725
0.0039,0.0078,-1.0452
0.0,0.0156,-1.0842
0.0,-0.0039,-1.0959
-0.0039,0.0,-1.1076
0.0078,0.0156,-1.1154
0.0039,0.0,-1.1271
-0.0078,-0.0039,-1.1271
0.0039,0.0039,-1.0881
0.0039,0.0156,-0.936
0.0078,0.0156,-0.741
0.0,0.0039,-0.8736
0.0039,0.0117,-0.9867
0.0039,0.0,-0.9048
0.0039,0.0078,-0.8853
0.0078,0.0039,-0.9204
0.0,0.0078,-0.8736
0.0,0.0,-0.8619
0.0078,0.0,-0.8424
0.0078,0.0156,-0.8658
0.0039,-0.0039,-0.9789
0.0,0.0,-1.1973
0.0039,0.0156,-1.2636
0.0039,0.0039,-1.1154
0.0,-0.0039,-1.0725
0.0078,0.0,-1.1037
0.0078,0.0039,-1.0686
0.0039,0.0,-1.0569
0.0078,0.0,-1.0725
0.0078,0.0078,-1.0569
0.0,-0.0039,-1.0881
0.0039,0.0,-1.0881
0.0,0.0078,-1.1037
0.0039,-0.0039,-1.1154
-0.0039,0.0,-1.1115
0.0078,0.0,-1.1115
0.0,-0.0078,-1.0452
-0.0039,-0.0039,-0.8931
0.0,0.0039,-0.7215
0.0117,0.0078,-0.741
0.0039,0.0,-0.9126
0.0039,0.0,-0.9516
0.0078,-0.0039,-0.9048
0.0039,0.0039,-0.9048
0.0,0.0,-0.897
0.0117,0.0039,-0.858
0.0,0.0,-0.8346
0.0039,-0.0078,-0.8463
-0.0039,-0.0039,-0.8853
0.0078,0.0,-1.014
0.0,0.0039,-1.2207
0.0039,0.0117,-1.2363
0.0117,0.0,-1.0998
-0.0039,0.0039,-1.0842
0.0,0.0039,-1.0998
0.0078,0.0,-1.0569
0.0,0.0039,-1.053
0.0039,0.0039,-1.053
0.0078,0.0,-1.0686
0.0,0.0,-1.0842
0.0078,0.0078,-1.0998
0.0078,0.0,-1.1076
0.0,0.0039,-1.1193
0.0117,0.0039,-1.0998
0.0,0.0,-1.0218
0.0,0.0,-0.858
0.0039,-0.0039,-0.7176
0.0039,0.0,-0.7995
0.0039,0.0039,-0.9399
0.0156,0.0078,-0.9438
-0.0078,-0.0039,-0.8853
0.0,0.0,-0.9126
0.0117,0.0,-0.9165
0.0078,0.0039,-0.8307
0.0039,0.0,-0.8385
0.0078,0.0,-0.8541
-0.0039,-0.0039,-0.9048
0.0039,-0.0039,-1.0764
0.0039,0.0117,-1.2597
0.0078,-0.0039,-1.2012
0.0,0.0,-1.0803
0.0039,0.0,-1.0959
0.0078,0.0078,-1.0998
-0.0039,0.0,-1.0413
0.0,0.0039,-1.0608
0.0156,0.0117,-1.0569
-0.0078,-0.0039,-1.0647
0.0039,0.0039,-1.0881
0.0039,0.0117,-1.1037
0.0,0.0,-1.1154
0.0039,0.0,-1.1271
0.0,0.0078,-1.1349
0.0117,0.0039,-1.1037
0.0078,0.0,-0.9828
0.0,0.0039,-0.7917
0.0,0.0,-0.7176
0.0,0.0,-0.8151
0.0078,0.0156,-0.9711
0.0195,0.0039,-0.9126
-0.0039,0.0,-0.8697
0.0078,0.0039,-0.936
0.0078,0.0078,-0.9048
0.0195,0.0,-0.8541
0.0039,0.0078,-0.8541
0.0117,-0.0039,-0.9399
0.0,-0.0078,-1.1271
0.0078,0.0078,-1.2714
0.0156,0.0039,-1.1622
0.0117,-0.0078,-1.0686
0.0,0.0039,-1.1037
0.0078,0.0,-1.092
0.0039,-0.0039,-1.0452
0.0039,-0.0039,-1.0764
0.0039,0.0078,-1.0608
0.0039,0.0117,-1.0842
0.0156,-0.0039,-1.092
0.0,0.0039,-1.1037
0.0039,0.0078,-1.1154
0.0156,-0.0039,-1.1232
0.0,0.0,-1.1349
0.0156,0.0039,-0.7605
0.0078,0.0,-0.8697
0.0156,0.0039,-0.9633
0.0039,0.0,-0.9087
0.0039,0.0078,-0.897
0.0078,0.0117,-0.936
0.0156,-0.0039,-0.8931
-0.0039,0.0039,-0.8463
0.0078,0.0078,-0.8424
0.0117,0.0039,-0.8697
0.0039,-0.0039,-0.9594
0.0,0.0,-1.2675
0.0078,0.0,-1.1349
0.0,0.0,-1.0686
0.0078,-0.0039,-1.1193
0.0234,0.0,-1.0647
-0.0039,-0.0039,-1.0452
0.0039,0.0117,-1.0842
0.0156,0.0,-1.0452
0.0039,0.0,-1.0803
0.0039,0.0,-1.0998
0.0078,-0.0039,-1.1076
0.0,0.0039,-1.1154
0.0,0.0078,-1.1349
-0.0039,-0.0039,-1.1271
0.0039,0.0039,-1.0842
0.0,0.0,-0.9126
0.0078,0.0156,-0.7371
0.0,-0.0039,-0.7332
0.0039,0.0,-0.9048
0.0039,0.0078,-0.975
0.0039,0.0,-0.9009
0.0,0.0078,-0.8931
0.0039,0.0039,-0.9204
0.0039,0.0,-0.8697
0.0078,0.0039,-0.8463
0.0039,0.0039,-0.8346
-0.0039,0.0039,-0.8736
0.0078,0.0,-1.0101
0.0039,0.0,-1.2168
0.0,0.0039,-1.2441
0.0039,-0.0039,-1.0998
0.0117,0.0039,-1.0881
0.0117,0.0078,-1.1154
0.0,0.0,-1.0569
0.0,-0.0039,-1.0569
0.0039,0.0,-1.0764
-0.0039,-0.0039,-1.0491
0.0,-0.0039,-1.0881
0.0078,0.0039,-1.092
0.0,-0.0039,-1.1037
0.0039,0.0,-1.1154
0.0078,0.0039,-1.1115
0.0039,-0.0039,-1.0374
0.0039,0.0039,-0.8736
0.0156,-0.0039,-0.7254
0.0039,0.0039,-0.7683
0.0,0.0039,-0.9282
0.0117,0.0039,-0.9594
0.0078,-0.0039,-0.9048
0.0156,0.0039,-0.9126
0.0078,0.0,-0.8931
0.0039,0.0078,-0.8541
0.0156,-0.0039,-0.8346
0.0039,-0.0078,-0.8541
0.0039,0.0117,-0.9048
0.0078,-0.0078,-1.0452
0.0,0.0,-1.2441
0.0039,0.0078,-1.2207
-0.0039,0.0,-1.0842
0.0078,0.0078,-1.092
0.0,0.0039,-1.0998
0.0039,0.0,-1.0452
0.0117,0.0,-1.0608
0.0156,-0.0039,-1.0491
0.0039,-0.0039,-1.0725
0.0078,0.0039,-1.0959
0.0078,-0.0078,-1.1037
-0.0039,0.0,-1.1115
0.0078,0.0,-1.1232
0.0039,0.0,-1.1271
0.0078,0.0,-1.0959
0.0078,0.0,-1.014
0.0078,-0.0039,-0.8268
0.0078,0.0039,-0.7176
0.0078,0.0,-0.9438
0.0078,0.0078,-0.936
0.0039,0.0156,-0.8931
0.0039,-0.0039,-0.9243
0.0,-0.0078,-0.9009
0.0,-0.0039,-0.8307
0.0,0.0039,-0.8346
0.0,0.0117,-0.8502
-0.0039,-0.0039,-0.9204
0.0039,-0.0039,-1.0959
0.0039,0.0039,-1.2519
0.0039,0.0156,-1.1895
-0.0039,0.0078,-1.0686
0.0039,0.0,-1.1037
0.0078,0.0,-1.0998
0.0078,0.0117,-1.0491
0.0,-0.0039,-1.0647
0.0039,-0.0039,-1.053
0.0039,0.0039,-1.0803
0.0117,0.0156,-1.0998
0.0,0.0,-1.1037
0.0039,0.0039,-1.1193
0.0117,0.0078,-1.1271
0.0,-0.0078,-1.1271
0.0039,0.0039,-1.0959
0.0156,0.0117,-0.9672
0.0078,0.0156,-0.78
0.0039,-0.0039,-0.7059
0.0039,-0.0039,-0.8463
0.0078,0.0039,-0.975
0.0,-0.0039,-0.9087
-0.0039,0.0,-0.8814
0.0,0.0039,-0.936
0.0039,0.0039,-0.8931
0.0078,0.0078,-0.8502
0.0117,0.0,-0.8229
-0.0039,0.0039,-0.8619
0.0,0.0078,-0.9516
0.0039,0.0039,-1.2675
0.0039,0.0039,-1.1505
0.0078,0.0117,-1.0686
0.0,0.0039,-1.1037
0.0,0.0,-1.0803
0.0117,0.0117,-1.053
0.0039,-0.0039,-1.0764
0.0039,0.0039,-1.053
-0.0039,0.0039,-1.0881
0.0078,0.0078,-1.092
0.0,0.0,-1.1037
0.0,0.0039,-1.1154
0.0039,0.0039,-1.1232
-0.0039,-0.0039,-1.1193
0.0,0.0,-1.0764
0.0117,0.0,-0.9438
0.0078,0.0078,-0.7332
0.0078,0.0039,-0.7137
0.0117,-0.0039,-0.8853
0.0,0.0,-0.9633
0.0039,0.0078,-0.9204
0.0195,0.0078,-0.8931
0.0039,0.0,-0.9165
0.0039,0.0117,-0.8853
0.0117,-0.0039,-0.8385
0.0039,0.0,-0.8385
0.0,0.0117,-0.8736
0.0117,-0.0039,-0.975
0.0,0.0,-1.1973
0.0,0.0156,-1.2558
0.0078,0.0,-1.1115
0.0,0.0039,-1.0803
0.0039,0.0039,-1.1154
0.0,0.0117,-1.0647
0.0,0.0039,-1.0452
0.0039,0.0,-1.0803
0.0039,0.0039,-1.0491
0.0156,0.0,-1.092
0.0,-0.0039,-1.0959
-0.0078,0.0117,-1.1076
0.0117,0.0,-1.1154
0.0,0.0,-1.1115
0.0039,0.0,-1.1232
0.0078,0.0117,-1.0569
-0.0039,0.0,-0.897
0.0078,0.0039,-0.7254
0.0039,0.0039,-0.7449
-0.0078,0.0117,-0.9165
0.0078,0.0,-0.9711
0.0,-0.0039,-0.8931
0.0078,0.0117,-0.9204
0.0234,0.0,-0.9165
-0.0039,-0.0039,-0.8541
0.0117,0.0078,-0.858
0.0078,-0.0078,-0.8463
0.0,0.0039,-0.8931
0.0078,0.0078,-1.0218
0.0156,0.0,-1.2363
0.0,0.0039,-1.2363
0.0039,0.0039,-1.0881
0.0078,0.0,-1.092
0.0039,0.0039,-1.053
0.0117,-0.0039,-1.0569
0.0039,0.0,-1.0608
0.0,0.0,-1.053
0.0078,0.0078,-1.0959
0.0117,-0.0039,-1.0998
-0.0039,-0.0039,-1.1193
0.0078,0.0078,-1.131
0.0156,-0.0039,-1.1271
0.0117,0.0,-1.1115
0.0039,0.0039,-0.8697
0.0039,0.0117,-0.7176
0.0117,0.0039,-0.78
-0.0039,0.0078,-0.936
0.0078,0.0117,-0.9399
0.0,-0.0039,-0.897
0.0,0.0039,-0.9165
0.0078,0.0039,-0.9009
0.0078,0.0039,-0.8541
0.0117,0.0078,-0.8346
0.0039,0.0,-0.8697
0.0,-0.0039,-0.9087
0.0,0.0,-1.0569
0.0039,0.0078,-1.2636
0.0078,0.0,-1.209
0.0,-0.0078,-1.0842
0.0,0.0039,-1.0881
0.0039,0.0,-1.1076
0.0078,-0.0039,-1.0413
0.0039,0.0039,-1.0686
0.0078,0.0117,-1.0608
0.0,0.0,-1.0764
0.0156,0.0039,-1.092
0.0,-0.0039,-1.092
0.0039,0.0117,-1.1154
0.0039,-0.0039,-1.131
0.0,-0.0039,-1.1193
0.0234,-0.0039,-0.9906
0.0156,0.0039,-0.7995
0.0078,-0.0039,-0.7215
0.0039,0.0078,-0.8229
0.0039,0.0039,-0.9555
0.0039,0.0,-0.9204
-0.0039,0.0117,-0.8853
0.0117,0.0039,-0.9438
0.0039,-0.0039,-0.8931
0.0039,0.0039,-0.8346
0.0117,0.0039,-0.8346
0.0,0.0,-0.8463
0.0039,0.0039,-0.936
0.0078,0.0,-1.1271
0.0039,0.0039,-1.248
0.0,0.0039,-1.1583
0.0,0.0078,-1.0686
0.0156,0.0,-1.1076
0.0039,0.0,-1.0842
0.0039,0.0078,-1.0491
0.0156,-0.0039,-1.0764
0.0,0.0,-1.053
0.0,0.0039,-1.0842
0.0195,-0.0039,-1.0959
0.0,0.0,-1.0998
0.0039,0.0078,-1.1115
0.0039,-0.0039,-1.1232
0.0,0.0039,-1.1388
0.0039,0.0,-1.092
0.0039,0.0078,-0.9516
0.0156,0.0,-0.7605
0.0039,-0.0039,-0.7176
0.0,0.0,-0.8814
0.0078,0.0,-0.9711
0.0039,0.0039,-0.8931
0.0078,0.0156,-0.8931
0.0039,0.0,-0.9282
0.0039,0.0039,-0.9009
0.0117,0.0117,-0.8424
0.0039,-0.0039,-0.8307
0.0,0.0039,-0.8541
0.0,0.0078,-0.9672
0.0,-0.0039,-1.1817
0.0039,0.0039,-1.2597
0.0039,0.0117,-1.131
0.0,-0.0039,-1.0725
0.0039,-0.0039,-1.1232
0.0039,0.0,-1.0725
0.0,0.0156,-1.0491
0.0039,0.0,-1.0764
-0.0039,0.0039,-1.0452
0.0117,0.0,-1.0881
0.0039,0.0,-1.0881
-0.0078,0.0039,-1.0998
0.0117,0.0,-1.1271
0.0,0.0,-1.1271
0.0,0.0078,-1.1271
0.0078,0.0117,-1.0686
0.0156,0.0,-0.9126
0.0078,0.0,-0.7254
0.0039,-0.0039,-0.741
0.0039,0.0078,-0.9087
0.0117,0.0,-0.9672
0.0039,0.0,-0.9048
0.0,0.0,-0.8775
0.0078,0.0,-0.9282
0.0156,0.0,-0.8697
0.0078,0.0,-0.8385
0.0078,0.0117,-0.8463
0.0117,0.0,-0.8658
0.0078,-0.0039,-1.0062
0.0,0.0078,-1.2207
0.0117,0.0039,-1.248
0.0039,-0.0039,-1.1037
0.0,-0.0039,-1.0803
0.0078,0.0078,-1.1076
0.0156,0.0,-1.0686
0.0039,0.0,-1.0608
0.0117,0.0117,-1.0725
0.0156,0.0039,-1.053
0.0117,0.0,-1.0881
0.0,-0.0039,-1.0881
0.0,0.0039,-1.1076
0.0156,0.0,-1.1271
0.0039,0.0,-1.1349
0.0078,0.0117,-1.1232
0.0195,-0.0039,-1.0413
-0.0039,0.0,-0.858
0.0078,0.0117,-0.7215
0.0078,0.0,-0.7566
0.0039,0.0039,-0.9321
0.0156,0.0117,-0.9516
0.0,0.0,-0.897
0.0039,0.0078,-0.9204
0.0039,0.0078,-0.9087
0.0039,0.0156,-0.8502
0.0,-0.0039,-0.8463
0.0039,-0.0039,-0.8502
0.0078,0.0117,-0.9048
0.0039,0.0,-1.0452
0.0,0.0039,-1.248
0.0,0.0039,-1.2246
-0.0039,0.0,-1.0842
0.0,0.0039,-1.0881
0.0117,0.0,-1.1037
-0.0039,0.0,-1.053
0.0,0.0,-1.053
0.0039,0.0039,-1.0608
0.0078,0.0,-1.0686
0.0195,0.0,-1.0842
-0.0039,-0.0039,-1.0803
0.0039,0.0039,-1.1115
0.0156,0.0,-1.1154
-0.0039,0.0,-1.1232
0.0078,0.0117,-1.1037
0.0078,-0.0039,-1.0101
0.0078,-0.0039,-0.8307
0.0078,0.0078,-0.8112
0.0078,0.0078,-0.9438
0.0039,0.0039,-0.9282
0.0117,0.0156,-0.897
0.0078,0.0,-0.9243
0.0039,0.0,-0.9048
0.0039,0.0078,-0.8424
0.0078,0.0117,-0.8385
0.0039,-0.0039,-0.8502
0.0039,0.0,-0.9243
0.0117,0.0039,-1.1076
-0.0039,-0.0039,-1.2558
0.0,0.0,-1.1778
0.0,0.0,-1.0764
0.0039,0.0,-1.1037
0.0117,0.0,-1.092
0.0,-0.0039,-1.0374
0.0078,0.0039,-1.0842
0.0156,0.0,-1.053
-0.0078,0.0,-1.0608
0.0117,0.0039,-1.1037
-0.0039,0.0,-1.0998
0.0039,0.0039,-1.1232
0.0117,0.0078,-1.131
-0.0039,0.0,-1.1232
-0.0039,0.0,-1.092
0.0039,0.0039,-0.9672
0.0117,0.0039,-0.7839
0.0039,-0.0039,-0.7176
0.0,0.0,-0.8385
0.0039,0.0117,-0.9711
0.0039,0.0,-0.9165
0.0039,0.0039,-0.897
0.0195,0.0117,-0.9438
0.0039,-0.0078,-0.8853
0.0039,0.0039,-0.8463
0.0117,0.0039,-0.8424
0.0078,0.0,-0.858
0.0078,0.0,-0.9555
0.0039,0.0,-1.1544
0.0078,0.0,-1.2597
0.0039,0.0,-1.1466
0.0,-0.0039,-1.0725
0.0039,0.0156,-1.1154
0.0039,-0.0039,-1.0842
0.0,0.0,-1.0452
0.0078,0.0117,-1.0803
0.0,0.0,-1.0413
0.0,0.0039,-1.0881
0.0156,0.0,-1.0959
-0.0039,0.0039,-1.0881
0.0078,0.0078,-1.1193
0.0039,-0.0039,-1.131
0.0039,0.0,-1.1271
0.0078,-0.0039,-1.0725
0.0,0.0039,-0.9243
0.0039,0.0039,-0.7449
-0.0039,0.0,-0.7293
0.0,0.0039,-0.897
0.0039,0.0,-0.9633
0.0078,0.0,-0.8931
0.0156,0.0039,-0.8931
0.0078,-0.0039,-0.9282
0.0039,0.0,-0.9009
0.0078,0.0,-0.8424
0.0078,0.0,-0.8151
0.0,0.0039,-0.858
0.0156,-0.0039,-0.9828
0.0039,0.0,-1.209
0.0039,0.0078,-1.2597
0.0156,-0.0039,-1.1037
0.0039,0.0,-1.0725
0.0156,-0.0039,-1.0569
0.0,0.0039,-1.0452
0.0117,0.0039,-1.0725
0.0039,-0.0039,-1.0608
0.0,0.0039,-1.0959
0.0039,-0.0039,-1.092
0.0,0.0,-1.1037
0.0156,0.0039,-1.1193
0.0039,0.0,-1.1271
0.0,0.0,-1.1154
0.0117,0.0078,-1.0764
0.0078,0.0,-0.8931
0.0078,0.0039,-0.7098
0.0078,0.0,-0.7449
0.0039,0.0078,-0.9243
0.0039,0.0,-0.9672
-0.0039,-0.0039,-0.8931
0.0039,0.0078,-0.8931
0.0078,0.0,-0.9165
0.0039,0.0078,-0.8619
0.0,0.0039,-0.8541
0.0,0.0039,-0.8385
-0.0039,0.0117,-0.8775
0.0039,-0.0039,-1.0296
0.0,0.0,-1.2324
0.0078,0.0117,-1.2402
0.0039,0.0117,-1.0842
0.0078,0.0,-1.0881
0.0,0.0,-1.1037
0.0039,0.0117,-1.053
0.0,0.0,-1.0608
0.0078,0.0039,-1.0569
0.0,0.0117,-1.0608
0.0039,0.0156,-1.0959
0.0,-0.0039,-1.092
-0.0078,0.0,-1.1037
0.0039,0.0039,-1.1232
0.0117,0.0078,-1.1193
0.0039,0.0039,-1.1076
0.0,0.0,-1.0257
0.0,0.0,-0.8463
0.0,0.0039,-0.7644
0.0039,0.0078,-0.9321
0.0156,0.0,-0.9438
-0.0039,0.0,-0.8892
0.0078,0.0117,-0.9243
0.0195,0.0039,-0.8931
0.0,0.0039,-0.8385
0.0078,0.0,-0.8385
0.0039,0.0,-0.8541
0.0039,0.0039,-0.9165
0.0039,0.0117,-1.0764
0.0039,0.0,-1.2597
0.0078,0.0,-1.2051
0.0,0.0039,-1.0842
0.0078,-0.0039,-1.0959
0.0078,0.0,-1.0959
0.0,0.0078,-1.053
0.0156,0.0039,-1.0647
0.0,0.0,-1.0452
0.0,0.0078,-1.0842
0.0156,0.0,-1.092
-0.0039,-0.0039,-1.0881
0.0039,0.0,-1.1193
0.0156,-0.0078,-1.1232
0.0039,-0.0078,-1.1271
0.0078,0.0039,-1.0959
0.0117,0.0039,-0.9984
0.0117,-0.0039,-0.8034
0.0,0.0,-0.702
0.0,0.0,-0.8151
0.0039,0.0117,-0.9594
0.0039,-0.0078,-0.9204
-0.0039,0.0039,-0.897
0.0078,0.0039,-0.9243
0.0039,0.0039,-0.897
0.0039,0.0039,-0.8307
0.0039,0.0039,-0.8385
0.0039,-0.0039,-0.858
0.0,0.0039,-0.9321
0.0039,0.0117,-1.131
0.0039,0.0117,-1.2597
0.0039,0.0,-1.1661
-0.0039,0.0,-1.0725
0.0,0.0039,-1.1037
-0.0039,0.0117,-1.0998
0.0,-0.0039,-1.0491
0.0039,0.0039,-1.0647
0.0,0.0117,-1.0569
-0.0039,0.0078,-1.092
0.0039,0.0,-1.092
0.0039,0.0156,-1.0959
0.0,0.0,-1.1232
0.0039,-0.0039,-1.1232
0.0117,0.0078,-1.1193
0.0039,0.0039,-1.0803
0.0039,-0.0039,-0.9516
0.0039,0.0,-0.7683
0.0039,-0.0039,-0.7254
0.0,0.0,-0.858
0.0078,0.0039,-0.975
0.0039,0.0,-0.9009
0.0039,0.0,-0.8892
0.0078,0.0,-0.9399
0.0039,0.0039,-0.8853
0.0039,0.0039,-0.8346
0.0039,0.0039,-0.8268
0.0039,0.0,-0.9672
